year,kilometers_driven,fuel_type,transmission,owner_type,mileage,engine,power,seats,price
2016,34000,0,0,3,11.78,2143.0,167.62,5.0,28603.47728547392
2015,46000,1,0,3,18.9,1197.0,82.0,5.0,5720.695457094783
2013,48158,0,1,3,22.32,1582.0,126.32,5.0,7515.423443634324
2013,93000,0,0,3,16.73,2993.0,218.0,5.0,29725.182277061132
2013,71007,0,1,3,23.08,1461.0,63.1,5.0,4374.649467190129
2010,63067,1,1,2,15.5,1586.0,103.3,5.0,3028.6034772854737
2011,70259,0,1,3,21.12,1248.0,88.8,5.0,3309.0297251822767
2015,13000,0,0,3,16.55,1968.0,140.0,5.0,25799.214806505886
2009,140000,0,1,2,17.8,1248.0,75.0,5.0,2793.0454290521593
2015,130000,0,1,3,25.2,1248.0,74.0,5.0,5047.672462142456
2011,89401,0,1,3,21.43,1364.0,87.2,5.0,5047.672462142456
2015,67000,0,1,3,27.3,1498.0,98.6,5.0,7739.7644419517665
2010,65329,1,0,3,7.94,4395.0,450.0,4.0,23241.727425687044
2010,72000,1,1,3,16.25,1198.0,73.9,5.0,2478.9680314077395
2011,82000,0,0,2,12.35,2179.0,187.74,5.0,15591.699383062254
2010,85000,1,1,3,15.3,1596.0,101.0,5.0,1637.6892877173302
2012,83000,0,0,3,19.08,1582.0,126.32,5.0,6730.229949523275
2016,26000,1,1,3,21.7,999.0,67.0,5.0,3365.1149747616373
2012,27000,0,1,3,22.3,1248.0,88.8,5.0,3925.967470555244
2018,37746,0,1,3,21.19,1396.0,88.73,5.0,8513.740886146943
2009,63274,1,1,2,15.0,1586.0,104.68,5.0,2232.192933258553
2016,25000,1,1,3,25.17,799.0,53.3,5.0,4262.478968031407
2013,45010,1,1,2,21.1,814.0,55.2,5.0,3309.0297251822767
2013,75348,0,1,3,25.8,1498.0,98.6,5.0,4206.393718452046
2010,90110,0,1,3,22.07,1199.0,73.9,5.0,2804.2624789680312
2011,102013,1,1,3,17.0,1497.0,118.0,5.0,4206.393718452046
2015,36000,0,0,3,12.55,2982.0,168.5,7.0,24677.509814918674
2017,37578,1,1,3,18.0,1198.0,86.7,5.0,6887.2686483454845
2015,46001,0,0,3,20.58,1995.0,143.0,5.0,17947.2798653954
2014,46559,1,0,3,23.1,998.0,67.04,5.0,4206.393718452046
2015,48000,0,1,3,12.99,2494.0,100.6,8.0,13180.033651149746
2013,46000,0,0,2,16.36,2179.0,187.7,5.0,26920.9197980931
2017,15000,1,1,3,17.5,1199.0,88.7,5.0,9983.174425126192
2012,85000,0,0,1,17.05,1995.0,184.0,5.0,11217.049915872125
2014,32000,1,0,3,14.3,1598.0,103.5,5.0,6225.462703309029
2012,60818,1,1,3,16.09,1598.0,103.5,5.0,4026.9209197980927
2019,35188,0,1,3,22.77,1498.0,98.59,5.0,12484.576556365675
2012,110000,0,1,3,15.1,2179.0,140.0,7.0,8076.27593942793
2014,61000,0,1,3,18.6,1388.0,67.0,5.0,3342.6808749298934
2010,75000,1,1,2,17.92,1086.0,62.1,5.0,1906.8984856982613
2015,55000,0,0,3,12.0,2987.0,224.0,7.0,58328.65956253505
2003,69966,1,1,3,19.7,796.0,46.3,5.0,1065.6197420078518
2016,42000,1,1,3,17.8,1497.0,117.3,5.0,10375.771172181716
2014,48000,0,0,3,13.01,2199.0,194.3,7.0,18227.706113292203
2015,35000,0,0,3,17.9,2143.0,136.0,5.0,23544.58777341559
2005,128000,0,1,2,12.8,2494.0,102.0,8.0,4767.246214245653
2008,78000,0,0,2,16.07,1995.0,181.0,5.0,8076.27593942793
2011,53080,1,1,3,18.6,1197.0,85.8,5.0,4935.501962983735
2011,66000,1,1,2,15.04,1598.0,103.6,5.0,4767.246214245653
2012,25000,1,1,3,16.02,1373.0,93.7,7.0,6001.121704991587
2016,36139,1,0,2,18.9,1197.0,82.0,5.0,7066.741446999438
2017,44000,0,1,3,19.67,1582.0,126.2,5.0,14021.312394840155
2008,50000,0,0,2,16.77,2967.0,241.38,5.0,8412.787436904093
2016,81177,0,1,3,16.0,1997.0,140.0,7.0,12619.18115535614
2016,26000,1,0,3,16.05,1499.0,110.4,5.0,8581.043185642176
2016,100000,0,1,3,24.4,1120.0,71.0,5.0,5047.672462142456
2014,75000,0,0,3,21.21,1498.0,103.2,5.0,8412.787436904093
2004,119859,1,0,3,13.0,2987.0,210.0,5.0,7964.105440269209
2010,55980,1,1,3,20.36,1197.0,78.9,5.0,2523.836231071228
2015,30000,0,0,3,17.11,1968.0,174.33,5.0,30286.03477285474
2012,49700,0,1,2,21.9,1396.0,88.76,5.0,4688.726864834548
2013,79000,0,1,3,23.5,1396.0,88.7,5.0,7291.082445316882
2010,65100,1,1,3,17.0,1497.0,118.0,5.0,3533.370723499719
2016,54161,0,1,3,25.47,1248.0,88.5,7.0,8569.826135726304
2011,28619,1,1,3,19.7,796.0,46.3,5.0,2692.09197980931
2016,9000,1,0,3,20.51,998.0,67.0,5.0,4767.246214245653
2016,42876,0,0,3,19.08,1582.0,126.2,5.0,10443.073471676948
2011,64000,1,1,3,19.7,796.0,46.3,5.0,2680.8749298934376
2018,20488,1,1,2,16.09,1598.0,103.5,5.0,8569.826135726304
2016,21000,1,1,3,21.4,1197.0,83.1,5.0,6965.78799775659
2012,119203,0,0,3,0.0,2179.0,115.0,5.0,18508.132361189007
2011,55987,1,0,3,13.7,1997.0,153.86,5.0,9220.415030846889
2017,72668,0,1,3,14.24,2755.0,174.5,7.0,32361.18900729108
2015,32000,1,0,3,15.6,1497.0,116.3,5.0,9534.492428491307
2014,3000,1,0,2,12.0,5461.0,421.0,2.0,100953.44924284912
2015,10400,1,1,3,17.4,1497.0,117.3,5.0,7302.2994952327535
2013,35000,0,1,3,22.9,1248.0,74.0,5.0,5215.928210880539
2013,55101,1,0,3,14.53,1794.0,138.1,5.0,9422.321929332586
2014,57464,0,1,3,23.59,1364.0,67.06,5.0,6449.803701626472
2006,110000,1,1,3,18.9,998.0,67.1,5.0,1245.092540661806
2017,17941,1,1,3,15.7,1172.0,67.0,5.0,4408.300616937745
2014,72000,1,0,3,12.0,1991.0,184.0,5.0,19349.411104879415
2012,16000,0,0,3,16.36,2179.0,187.7,5.0,35894.5597307908
2011,62020,1,1,3,17.0,1197.0,80.0,5.0,3869.8822209758832
2014,85000,0,0,2,12.39,2179.0,147.51,5.0,25799.214806505886
2018,14223,1,1,3,18.6,1197.0,81.86,5.0,8210.880538418396
2014,41210,1,1,3,18.0,1198.0,86.7,5.0,4935.501962983735
2015,20000,0,0,3,0.0,2987.0,165.0,5.0,53112.73135165451
2016,18043,1,1,3,22.74,796.0,47.3,5.0,4621.424565339315
2016,80000,0,0,3,11.36,2755.0,171.5,7.0,21873.247335950644
2016,21000,1,0,3,18.9,1197.0,82.0,5.0,6954.570947840717
2016,49000,0,0,3,16.55,2993.0,258.0,5.0,50476.72462142456
2010,95000,1,1,2,18.5,1197.0,80.0,5.0,3140.773976444195
2015,32000,1,0,3,18.9,1197.0,82.0,5.0,5384.18395961862
2003,80000,1,1,2,17.0,1086.0,62.1,5.0,1009.5344924284913
2014,122800,0,1,3,25.01,1498.0,89.75,5.0,6337.63320246775
2015,69000,0,1,3,26.59,1248.0,74.0,5.0,6618.059450364553
2015,65000,0,1,2,23.59,1364.0,67.04,5.0,5608.5249579360625
2015,23000,1,1,3,19.1,1197.0,82.0,5.0,5496.354458777342
2009,70000,1,1,3,13.5,1799.0,130.0,5.0,4767.246214245653
2012,56000,1,1,3,13.2,1495.0,94.0,5.0,2748.177229388671
2013,30000,1,1,3,22.74,796.0,47.3,5.0,2804.2624789680312
2010,35000,1,0,3,8.1,5461.0,387.3,2.0,33090.29725182277
2013,92250,0,1,2,22.7,1498.0,89.84,5.0,6449.803701626472
2018,40000,1,1,3,20.14,1197.0,81.86,5.0,5608.5249579360625
2014,96848,1,0,3,14.3,1598.0,103.6,5.0,5182.2770611329215
2016,42000,0,0,3,15.73,1968.0,174.33,5.0,26360.067302299492
2013,55886,0,1,3,16.0,2179.0,140.0,7.0,8132.361189007291
2019,12336,1,1,3,17.0,1591.0,121.3,5.0,13325.855300056084
2009,60000,1,1,1,13.9,1599.0,103.2,5.0,2523.836231071228
2003,83000,1,1,2,14.2,1597.0,92.0,5.0,953.4492428491307
2018,24000,1,1,3,19.69,1198.0,67.04,5.0,4486.81996634885
2016,32198,1,0,3,16.5,1198.0,86.8,5.0,5720.695457094783
2014,92247,0,1,3,12.99,2494.0,100.6,7.0,14021.312394840155
2011,121311,0,1,3,20.64,1498.0,108.5,5.0,3252.944475602916
2016,66296,0,1,3,16.0,2179.0,140.0,7.0,17902.41166573191
2015,41000,1,0,3,16.9,1197.0,82.0,5.0,6113.292204150308
2017,38681,0,1,3,13.5,2198.0,157.7,7.0,26763.88109927089
2008,43761,1,1,3,18.0,995.0,62.0,5.0,1962.983735277622
2017,17400,0,1,3,24.52,1248.0,88.5,7.0,10936.623667975322
2013,61510,0,1,3,25.8,1498.0,98.6,5.0,5328.0987100392595
2014,60000,1,1,3,17.4,1497.0,117.3,5.0,7010.656197420078
2014,35165,0,0,2,23.8,1998.0,112.0,5.0,24677.509814918674
2016,41617,1,0,3,14.53,1794.0,138.1,5.0,15860.908581043184
2014,65000,1,0,3,13.7,1798.0,157.75,5.0,13404.374649467189
2011,68000,1,1,3,18.9,998.0,67.1,5.0,2804.2624789680312
2013,49000,1,1,3,19.81,1086.0,68.05,5.0,3084.6887268648343
2019,16698,1,1,3,23.84,1199.0,84.0,5.0,6561.974200785193
2016,30965,1,1,3,21.4,1197.0,83.1,5.0,7010.656197420078
2014,56058,1,1,3,15.04,1598.0,103.2,5.0,5552.439708356702
2017,15356,1,1,3,18.9,1197.0,81.86,5.0,5328.0987100392595
2013,54000,0,1,3,20.0,1399.0,68.05,5.0,2860.3477285473914
2011,47000,1,0,2,13.9,1799.0,130.3,5.0,5047.672462142456
2015,21652,1,1,3,22.74,796.0,47.3,5.0,3376.3320246775097
2016,52000,0,0,3,15.68,1999.0,177.0,5.0,47111.609646662924
2010,35010,0,0,3,12.4,2698.0,179.5,5.0,12899.607403252943
2006,76662,0,0,3,11.0,2987.0,198.5,5.0,12327.537857543466
2009,89000,1,0,3,17.0,1497.0,118.0,5.0,4161.525518788559
2006,80000,1,0,1,10.1,2354.0,152.0,5.0,2243.409983174425
2018,39023,0,1,3,28.09,1248.0,88.5,5.0,10633.763320246775
2004,62000,1,1,2,18.9,998.0,67.1,5.0,1402.1312394840156
2015,78046,0,1,3,19.67,1582.0,126.2,5.0,12226.584408300616
2015,34400,0,1,3,28.09,1248.0,88.5,5.0,6169.377453729669
2016,64624,1,1,3,21.1,814.0,55.2,5.0,4161.525518788559
2014,69192,1,1,3,16.02,1373.0,93.7,7.0,7010.656197420078
2012,55000,0,1,3,20.54,1598.0,103.6,5.0,5496.354458777342
2005,81000,1,1,2,12.8,1493.0,100.0,5.0,1233.8754907459338
2016,36733,1,1,3,16.47,1198.0,73.9,5.0,5294.447560291643
2016,43022,0,0,3,17.9,2143.0,136.0,5.0,27874.36904094223
2013,74000,0,1,3,14.66,2199.0,194.3,7.0,13740.886146943352
2014,47000,0,1,3,22.9,1248.0,74.0,5.0,4374.649467190129
2017,37460,1,1,3,18.6,1197.0,81.86,5.0,7044.307347167694
2011,130000,0,1,3,14.0,2498.0,112.0,8.0,3084.6887268648343
2017,31576,1,1,3,18.9,1197.0,82.0,5.0,8805.384183959619
2011,66000,1,1,3,15.04,1598.0,103.6,5.0,3309.0297251822767
2008,79000,1,0,2,11.7,2354.0,177.6,5.0,5440.26920919798
2011,47140,0,0,2,13.5,2925.0,281.61,5.0,33651.14974761637
2016,36610,0,0,3,15.0,2143.0,107.3,5.0,22321.929332585525
2016,93000,0,1,3,20.5,1582.0,126.2,5.0,12114.413909141895
2007,52195,1,1,3,19.7,796.0,46.3,5.0,1962.983735277622
2016,20003,0,0,3,20.38,1968.0,143.0,5.0,21592.82108805384
2013,66314,0,1,3,19.87,1461.0,83.8,5.0,6169.377453729669
2009,76000,0,1,3,17.8,1399.0,68.0,5.0,3084.6887268648343
2015,29000,0,1,3,19.67,1582.0,126.2,5.0,14582.164890633763
2011,30000,0,1,3,20.0,1399.0,68.0,5.0,3589.45597307908
2013,56526,1,1,3,15.26,1598.0,103.5,5.0,6550.757150869321
2015,38000,0,0,2,16.8,1969.0,150.0,5.0,26920.9197980931
2012,41000,0,0,3,19.08,1582.0,126.32,5.0,7010.656197420078
2009,53000,0,0,3,14.49,2993.0,258.0,5.0,40381.37969713965
2003,125000,0,1,1,14.8,1998.0,68.0,5.0,3365.1149747616373
2015,90000,0,1,3,26.21,1248.0,88.5,5.0,7291.082445316882
2018,11000,0,1,3,24.3,1248.0,88.5,5.0,10544.026920919798
2018,21936,0,0,3,21.76,1995.0,190.0,5.0,42535.0532809871
2013,41000,1,0,3,14.4,1598.0,103.6,5.0,5888.9512058328655
2011,47000,1,1,3,17.0,1197.0,80.0,5.0,5047.672462142456
2009,110000,0,0,3,11.0,2993.0,235.0,5.0,20190.689848569826
2015,45960,1,1,3,19.1,1197.0,82.0,5.0,6236.679753224901
2013,48000,0,0,3,14.21,2143.0,203.0,5.0,24677.509814918674
2011,68000,0,0,3,12.39,2179.0,147.51,5.0,24677.509814918674
2011,41000,1,1,3,20.36,1197.0,78.9,5.0,2972.518227706113
2013,69573,0,1,2,22.32,1582.0,126.32,5.0,6561.974200785193
2012,115000,0,1,3,19.33,1968.0,138.1,5.0,7795.849691531127
2012,47629,0,1,3,15.1,2179.0,140.0,7.0,7291.082445316882
2004,66624,1,1,1,19.7,796.0,35.0,8.0,953.4492428491307
2013,80000,1,0,2,14.67,1798.0,177.46,5.0,8132.361189007291
2012,94868,0,1,3,22.9,1248.0,74.0,5.0,5047.672462142456
2010,76477,0,1,3,10.5,2179.0,120.0,8.0,4767.246214245653
2016,28000,1,0,3,13.7,1991.0,183.0,5.0,29164.329781267526
2017,28599,0,1,3,16.55,2498.0,105.0,6.0,10835.670218732472
2013,45348,0,1,2,19.01,1461.0,108.45,5.0,7683.679192372406
2013,80127,0,0,3,12.8,1968.0,167.6,5.0,26561.974200785193
2013,68000,0,0,2,12.39,2179.0,147.51,5.0,17666.853617498597
2012,75000,0,1,1,20.54,1598.0,103.6,5.0,3925.967470555244
2006,48000,1,0,2,11.62,2979.0,306.0,5.0,7840.717891194616
2019,41871,0,1,3,22.7,1582.0,126.2,5.0,17464.9467190129
2015,84931,0,1,3,15.3,2956.0,83.8,7.0,5933.819405496354
2016,15000,1,1,3,22.7,799.0,53.64,5.0,2523.836231071228
2009,110000,0,0,3,11.7,2993.0,245.0,5.0,22434.09983174425
2011,5900,1,0,3,7.94,4395.0,450.0,4.0,53280.987100392595
2002,103653,1,1,2,18.9,1061.0,47.0,5.0,1368.4800897363993
2012,64806,1,1,3,16.47,1198.0,73.9,5.0,4094.2232192933257
2016,35000,1,1,3,20.62,1198.0,67.0,7.0,3477.2854739203585
2016,40000,1,1,3,15.29,1591.0,121.3,5.0,12899.607403252943
2015,23876,1,1,3,24.07,998.0,67.1,5.0,3881.099270891755
2013,67901,0,1,3,14.66,2199.0,194.3,7.0,9399.887829500842
2014,68865,0,1,3,15.11,1598.0,103.6,5.0,5384.18395961862
2014,71000,0,1,2,25.8,1498.0,98.6,5.0,5047.672462142456
2014,25000,0,1,3,22.9,1248.0,74.0,5.0,4430.73471676949
2005,131000,0,0,3,11.0,2987.0,198.5,5.0,11217.049915872125
2011,65000,0,1,2,12.05,2179.0,120.0,8.0,4486.81996634885
2012,117777,0,1,3,21.64,1461.0,84.8,5.0,5328.0987100392595
2009,65000,1,1,2,17.5,1298.0,85.8,5.0,3477.2854739203585
2017,46897,1,1,3,21.1,814.0,55.2,5.0,4049.355019629837
2015,36695,1,1,3,19.4,1198.0,86.8,5.0,4812.114413909141
2011,43000,1,1,3,18.06,1198.0,75.0,5.0,2389.2316320807627
2008,54000,1,1,3,19.7,796.0,46.3,5.0,1233.8754907459338
2011,89000,0,0,3,22.69,1995.0,190.0,5.0,15647.784632641615
2014,7000,1,1,3,16.47,1198.0,74.0,5.0,6001.121704991587
2014,58470,1,1,3,23.1,998.0,67.04,5.0,4374.649467190129
2014,37000,1,1,3,21.5,1197.0,81.8,5.0,3140.773976444195
2016,29000,0,1,3,26.21,1248.0,88.5,5.0,9814.91867638811
2013,52000,0,0,3,16.55,1968.0,147.51,5.0,21873.247335950644
2013,32807,1,1,3,19.4,1198.0,86.8,5.0,3084.6887268648343
2013,86000,0,0,3,11.79,2179.0,120.0,8.0,8973.6399326977
2014,66500,0,1,3,26.0,1498.0,98.6,5.0,6393.718452047111
2012,94000,0,0,3,17.05,1995.0,184.0,5.0,14021.312394840155
2011,29000,1,1,2,18.0,995.0,62.0,5.0,1962.983735277622
2010,107389,0,1,2,20.0,1399.0,68.0,5.0,2131.2394840157035
2015,36100,1,1,3,20.4,1197.0,81.8,5.0,5047.672462142456
2015,16329,0,0,3,19.27,2143.0,170.0,5.0,33987.66124509254
2014,36000,0,0,3,19.3,1968.0,141.0,5.0,17947.2798653954
2017,41816,0,0,3,18.56,1995.0,190.0,5.0,36769.48962422882
2015,54680,1,1,3,21.1,814.0,55.2,5.0,2804.2624789680312
2017,14000,0,0,3,18.25,1968.0,187.74,5.0,48233.314638250136
2017,23977,1,1,3,18.16,1196.0,86.8,5.0,6034.7728547392035
2013,30131,1,1,3,20.92,998.0,67.1,5.0,2972.518227706113
2017,2530,1,1,3,24.7,796.0,47.3,5.0,3701.6264722378014
2015,39000,0,0,3,19.27,2143.0,167.62,5.0,38137.96971396523
2001,140000,1,1,1,20.3,1086.0,68.0,5.0,785.1934941110487
2017,32257,0,1,3,24.4,1120.0,71.0,5.0,7661.245092540661
2016,46983,0,1,3,25.8,1498.0,98.6,5.0,6472.237801458216
2008,107000,0,1,2,17.8,1248.0,75.0,5.0,3477.2854739203585
2017,19000,1,1,3,16.2,1199.0,74.0,5.0,5552.439708356702
2013,88000,0,0,3,17.11,1968.0,174.33,5.0,18227.706113292203
2012,84384,0,0,3,10.2,4367.0,308.0,7.0,58934.38025799215
2011,128000,0,1,1,16.0,2179.0,140.0,7.0,7178.91194615816
2011,71000,0,1,1,13.1,2499.0,141.0,7.0,7795.849691531127
2008,50000,0,1,3,17.2,1396.0,53.5,5.0,953.4492428491307
2016,16000,1,1,3,21.4,1197.0,83.1,5.0,7795.849691531127
2017,82000,0,1,3,24.4,1120.0,71.0,5.0,3869.8822209758832
2008,80000,1,1,3,13.5,1799.0,130.0,5.0,3084.6887268648343
2015,36000,1,1,2,18.6,1197.0,81.83,5.0,5552.439708356702
2018,17477,1,1,3,17.0,1198.0,108.5,5.0,10790.802019068982
2016,16725,1,1,3,18.6,1197.0,81.83,5.0,7616.376892877172
2014,48241,1,1,3,19.1,1197.0,85.8,5.0,5047.672462142456
2014,52431,1,1,3,22.5,998.0,67.04,5.0,3376.3320246775097
2012,68000,0,1,3,21.9,1396.0,88.76,5.0,4935.501962983735
2014,31446,1,1,3,20.36,1197.0,78.9,5.0,5227.14526079641
2015,25000,1,1,3,18.9,1197.0,82.0,5.0,6169.377453729669
2016,57000,1,1,3,18.6,1197.0,81.83,5.0,6730.229949523275
2018,57078,0,1,3,24.3,1248.0,88.5,5.0,11430.173864273695
2016,47471,0,1,3,25.8,1498.0,98.6,5.0,5888.9512058328655
2014,50000,0,0,3,15.26,2143.0,203.2,5.0,50476.72462142456
2010,62000,0,1,3,23.0,1396.0,90.0,5.0,3028.6034772854737
2013,65807,1,1,3,19.81,1086.0,68.05,5.0,3802.5799214806502
2014,81768,0,1,3,26.59,1248.0,74.0,5.0,6382.501402131239
2018,9952,1,0,3,10.37,2979.0,306.0,2.0,65664.61020751542
2017,24000,0,1,3,27.39,1248.0,74.0,5.0,9422.321929332586
2012,72921,0,1,3,25.44,936.0,57.6,5.0,2804.2624789680312
2012,59000,1,1,3,19.4,1198.0,86.8,5.0,3645.541222658441
2014,33000,0,1,2,20.0,1399.0,68.05,5.0,3645.541222658441
2016,36789,1,0,3,23.1,998.0,67.04,5.0,4767.246214245653
2014,41000,0,0,3,14.84,2143.0,170.0,5.0,20751.54234436343
2015,46650,1,1,3,19.4,1198.0,86.8,5.0,4767.246214245653
2018,3000,1,0,3,21.4,1197.0,83.1,5.0,9927.089175546831
2014,14799,1,1,3,21.1,814.0,55.2,5.0,4643.858665171059
2011,44000,2,0,3,5.0,1798.0,73.0,5.0,14301.73864273696
2015,68525,0,1,3,23.0,1396.0,90.0,5.0,7851.934941110488
2018,15000,0,0,3,10.91,3198.0,197.0,7.0,37016.264722378015
2017,29000,1,1,3,17.4,1497.0,117.3,5.0,11217.049915872125
2012,77407,0,1,2,21.5,1248.0,88.8,5.0,3959.61862030286
2007,118000,1,1,3,12.9,1598.0,102.5,5.0,1514.3017386427368
2013,75000,0,1,3,20.54,1598.0,103.6,5.0,5047.672462142456
2012,69000,1,1,3,16.8,1497.0,116.3,5.0,5496.354458777342
2016,52553,0,1,3,19.67,1582.0,126.2,5.0,13752.103196859225
2014,58000,0,1,2,24.4,1120.0,71.0,5.0,4475.6029164329775
2017,24000,0,0,3,17.9,2143.0,170.0,5.0,52664.049355019626
2015,65542,0,1,3,20.0,1399.0,68.0,5.0,4262.478968031407
2013,68008,0,1,2,15.0,1896.0,105.0,5.0,7571.508693213685
2017,22251,0,1,3,18.49,1493.0,100.0,7.0,9814.91867638811
2013,55000,1,1,2,15.8,1499.0,110.0,5.0,5832.865956253505
2017,19387,1,1,3,17.1,1591.0,121.3,5.0,9444.75602916433
2016,24001,1,1,3,18.6,1197.0,81.83,5.0,6449.803701626472
2008,17000,0,0,3,15.2,1968.0,140.8,5.0,10936.623667975322
2015,28500,1,1,3,19.49,1198.0,67.04,5.0,3925.967470555244
2014,66000,0,0,3,15.26,2143.0,203.2,5.0,33651.14974761637
2017,22000,0,0,3,12.83,2179.0,147.5,5.0,39259.67470555244
2018,44383,1,1,3,15.8,1591.0,121.3,5.0,14862.591138530566
2013,45000,0,1,3,20.5,1598.0,103.5,5.0,4094.2232192933257
2015,58000,0,1,3,23.4,1248.0,74.0,5.0,5888.9512058328655
2016,69000,1,1,3,15.8,1591.0,121.3,5.0,10880.53841839596
2017,60993,0,1,3,24.0,1120.0,70.0,5.0,5844.083006169377
2016,67000,0,1,3,18.49,1493.0,100.0,7.0,7066.741446999438
2014,51134,0,1,3,24.0,1120.0,70.0,5.0,5294.447560291643
2011,55000,0,0,2,11.7,2993.0,245.0,5.0,31407.73976444195
2018,25082,0,0,3,28.4,1248.0,73.75,5.0,9388.670779584967
2012,68350,0,1,3,12.55,2982.0,168.5,7.0,15703.869882220975
2015,50000,0,0,3,17.68,1968.0,174.33,5.0,40381.37969713965
2015,97000,0,1,3,27.3,1498.0,98.6,5.0,7178.91194615816
2015,56238,0,0,3,11.33,4134.0,335.2,7.0,57980.93101514301
2014,72618,0,1,3,12.05,2179.0,120.0,7.0,8973.6399326977
2012,62005,0,1,3,18.3,1991.0,147.9,5.0,10992.708917554684
2012,61250,0,1,3,25.44,936.0,57.6,5.0,3028.6034772854737
2014,28469,0,0,3,18.25,1968.0,187.74,5.0,27335.950644980367
2018,21488,1,0,3,14.3,1598.0,103.52,5.0,10902.972518227707
2009,138205,0,1,2,11.5,2982.0,171.0,7.0,11777.902411665731
2012,67590,1,1,3,17.0,1497.0,118.0,5.0,6337.63320246775
2012,52000,0,0,3,15.26,2143.0,203.2,5.0,33595.06449803701
2008,100000,0,1,2,17.8,1248.0,75.0,5.0,3365.1149747616373
2017,60048,0,1,3,26.1,1498.0,99.0,5.0,6730.229949523275
2009,48000,1,1,3,20.36,1197.0,78.9,5.0,2366.7975322490183
2010,47000,1,1,3,14.6,1172.0,67.0,5.0,1671.3404374649467
2011,100000,1,1,3,19.7,796.0,46.3,5.0,1682.5574873808187
2006,80010,1,1,2,20.4,1197.0,81.8,5.0,3196.8592260235555
2017,26493,0,0,3,19.27,2143.0,170.0,5.0,37734.15591699383
2011,96000,0,1,2,17.88,1396.0,52.8,5.0,1020.7515423443633
2014,45700,1,1,2,22.74,796.0,47.3,5.0,2714.5260796410544
2005,13000,1,0,3,9.3,2771.0,193.1,5.0,3645.541222658441
2013,38000,1,1,3,16.47,1198.0,73.9,5.0,3140.773976444195
2019,8018,1,0,3,22.0,1197.0,81.8,5.0,9310.151430173864
2010,144400,0,1,1,12.05,2179.0,120.0,8.0,5888.9512058328655
2013,71000,0,0,3,18.88,1995.0,184.0,5.0,16825.574873808186
2012,80000,1,1,2,25.4,624.0,37.5,4.0,594.5036455412226
2014,87143,0,1,3,12.99,2494.0,100.0,8.0,14021.312394840155
2012,25000,1,1,3,18.4,1198.0,86.8,5.0,3084.6887268648343
2018,2000,1,0,3,23.84,1199.0,83.83,5.0,5608.5249579360625
2014,45239,0,1,3,12.05,2179.0,120.0,8.0,7952.888390353337
2011,101999,0,0,3,16.73,1995.0,218.0,5.0,22422.882781828375
2014,74219,0,1,3,21.43,1364.0,87.2,5.0,12058.328659562534
2016,25000,1,0,3,18.0,1497.0,117.3,5.0,10600.112170499156
2008,109606,0,1,3,22.0,1582.0,126.2,5.0,3252.944475602916
2015,36000,0,1,3,26.59,1248.0,74.0,5.0,5272.013460459899
2016,41810,1,1,3,20.73,1373.0,91.1,5.0,7975.322490185081
2014,93321,0,1,3,22.7,1498.0,89.84,5.0,7010.656197420078
2011,81000,1,1,3,20.92,998.0,67.1,5.0,2467.7509814918676
2019,25717,1,0,3,19.0,1199.0,88.76,5.0,9938.306225462702
2015,37000,0,1,3,15.1,2179.0,140.0,7.0,10431.856421761078
2017,56380,0,1,3,18.49,1493.0,100.0,7.0,8491.3067863152
2017,8000,1,1,3,18.2,1199.0,88.7,5.0,8861.46943353898
2018,14589,1,1,3,16.1,1298.0,88.2,5.0,6337.63320246775
2013,65088,1,1,3,16.47,1198.0,73.9,5.0,3645.541222658441
2019,24864,0,1,3,20.5,1582.0,126.2,5.0,18250.14021312395
2011,64831,1,1,3,18.6,1199.0,79.4,5.0,3600.673022994952
2013,38001,0,1,3,25.8,1498.0,98.6,5.0,4374.649467190129
2008,77000,1,0,2,10.0,2496.0,157.7,5.0,7291.082445316882
2016,27000,0,0,3,18.59,2993.0,265.0,5.0,53841.8395961862
2016,39000,0,0,3,20.38,1968.0,143.0,5.0,21200.224340998313
2015,131000,0,1,3,26.59,1248.0,74.0,5.0,4038.137969713965
2015,43000,0,1,3,26.59,1248.0,74.0,5.0,6169.377453729669
2011,68000,0,1,2,12.8,2494.0,102.0,7.0,7851.934941110488
2016,45165,0,0,3,16.09,1995.0,184.0,5.0,46831.18339876612
2007,120000,0,0,3,16.73,1995.0,218.0,5.0,11777.902411665731
2014,86091,0,1,3,15.1,2179.0,140.0,7.0,11318.003365114973
2009,71499,1,1,3,17.0,1497.0,118.0,5.0,3365.1149747616373
2014,50000,0,1,3,17.0,2200.0,139.01,7.0,13460.45989904655
2015,66000,0,1,3,20.14,1498.0,88.0,5.0,5507.571508693213
2010,45000,1,1,3,16.0,1198.0,90.0,5.0,2243.409983174425
2015,69189,0,1,3,23.59,1364.0,67.06,5.0,5945.036455412226
2014,40206,0,1,3,19.01,1461.0,108.5,5.0,8098.710039259674
2017,36723,0,0,3,18.56,1995.0,190.0,5.0,36533.93157599551
2010,57500,1,1,3,18.5,1197.0,80.0,5.0,3084.6887268648343
2011,52000,0,1,3,17.8,1399.0,68.0,5.0,4206.393718452046
2014,60952,1,0,3,16.8,1497.0,118.0,5.0,6629.276500280426
2013,87192,0,1,3,25.2,1248.0,74.0,5.0,4879.416713404374
2014,58000,0,1,3,24.0,1120.0,70.0,5.0,3645.541222658441
2017,59500,0,0,3,14.75,2967.0,245.0,7.0,76275.93942793045
